hour_of_day,day_of_week,month,drivers_nearby,local_demand_score,is_raining,lead_time_minutes,trip_distance_km,is_airport_trip,label_assigned
6,1,6,2,0.9691246369158377,0,15,6.2079695732026146,0,0
22,1,11,9,0.5260605308890733,0,15,4.978574728428913,0,1
2,4,11,13,0.46422295158819393,0,45,3.5202263393300477,0,1
22,5,3,1,0.1634845546009689,0,30,8.685922833644408,0,0
1,1,4,5,0.517381916170822,1,30,8.919076361364215,0,1
14,5,12,0,0.6798264489566677,1,30,14.942568499804255,0,0
15,3,12,12,0.9031301607090028,0,30,13.065010756304723,0,1
3,1,11,18,0.36701018000540964,0,15,17.859092020343333,0,1
0,1,5,17,0.024535160778108578,0,30,7.408833617603196,0,1
13,2,3,2,0.17720866708291116,1,30,15.187507990559194,0,0
15,5,3,19,0.11627655834547446,0,120,8.030175408776444,1,1
22,6,9,13,0.8745129574202976,0,60,11.778415292295845,0,1
19,5,8,2,0.8999553859178662,1,120,17.054942602900496,0,0
19,0,2,10,0.8115201003023617,0,120,11.166615583110572,0,1
2,1,5,2,0.7487283449583013,0,120,19.16074908783211,0,0
9,5,11,19,0.07118267017924185,0,120,1.228448825365497,0,1
14,4,7,15,0.23781668235588593,0,120,9.776477166628256,0,1
13,6,5,12,0.534271041150589,1,45,3.9758909569553285,0,1
23,4,10,17,0.5231426114137505,0,30,5.5824933980862985,0,1
22,6,6,6,0.594063282031705,0,30,7.422966987979332,0,1
5,0,5,12,0.36995103303084786,0,15,19.434097549694457,0,1
15,1,5,1,0.17070269965117113,0,45,21.429482013433482,0,0
10,6,9,7,0.8621962523462988,1,15,9.34153257598082,0,0
12,5,6,12,0.8779870336514103,1,45,12.434363802115847,0,0
11,5,3,11,0.35387410816544884,0,15,12.169602289275637,0,1
0,1,12,4,0.36597385339566113,0,120,10.045385918051362,0,1
0,5,9,17,0.42462828605715863,0,15,13.519952366567535,0,1
12,4,3,2,0.9177399502005811,0,45,5.424757555596158,0,0
18,3,11,0,0.6497886426096875,0,30,3.051747196284482,0,0
20,5,2,4,0.14055191210257156,1,15,4.028418252878652,0,0
20,3,9,13,0.054800652539233385,1,15,3.778248440621348,0,1
8,3,9,4,0.24371908888464644,0,45,11.040242100028074,0,1
5,3,3,12,0.7159196960818696,0,30,9.522840522689245,0,1
18,4,4,8,0.9970411615901444,0,45,14.888825220057676,0,1
21,1,11,5,0.8589823061787436,0,15,5.762709743000095,0,1
12,1,6,7,0.1917567232239784,0,60,6.567240691810867,0,1
2,1,6,17,0.018122059594165574,0,60,1.1134927038894316,0,1
10,5,10,1,0.0637107569308123,0,60,7.422966987979332,0,1
14,5,6,20,0.7249510815933643,0,30,2.0625555509986278,0,1
15,6,2,11,0.8783972931270309,1,120,5.5824933980862985,0,0
8,3,12,1,0.5969709817546833,0,45,9.862021241050305,0,0
17,2,7,20,0.21746078696230342,0,45,1.8361382669571547,0,1
7,1,11,0,0.30505006803984214,1,120,3.9722865360447916,0,0
14,1,4,17,0.8059739605485657,1,120,3.3162518761879096,0,0
8,3,10,7,0.8214761182126603,0,120,9.65771218913367,0,0
12,0,2,4,0.7842185416486641,0,45,9.959153035065302,0,1
1,0,12,0,0.2174426281264331,0,15,21.475363481224274,0,1
12,1,3,8,0.43607827193634685,0,30,6.683222669264454,0,1
5,6,1,3,0.9026010538053496,0,60,12.570827362030222,0,0
13,4,7,10,0.5994117231073938,1,30,17.039537717206525,0,0
19,2,12,9,0.26607884339798893,0,45,8.283063443592868,0,1
5,6,11,14,0.737144368779332,0,45,7.541497501423491,0,1
15,2,10,5,0.8244941026320075,0,15,10.555118865469844,1,0
4,0,8,17,0.7574886065361448,1,30,5.1514678701705225,0,1
14,0,9,18,0.4649115572836312,0,60,1.110660000985842,0,1
10,5,2,9,0.3609225126474188,1,45,11.785149892951063,0,0
19,1,6,13,0.304531888215987,1,30,19.05260457070546,0,0
5,4,9,14,0.211229686646499,0,120,11.761085034728172,0,1
6,0,10,15,0.28947320725123926,1,30,3.6061445526719695,0,1
21,6,1,3,0.9181932591786166,1,60,9.607050963674103,0,0
12,2,7,1,0.470242443657917,0,60,12.274408212939692,0,1
19,2,3,11,0.3956850554295621,1,15,20.576310079603612,0,0
5,3,3,9,0.09057163944609514,0,120,15.44897301375117,0,1
7,1,11,1,0.5466354327419203,0,45,8.651739328543204,0,0
21,4,4,5,0.7521320365780634,1,120,3.3028826470055606,0,0
5,2,5,15,0.6296484379185946,0,30,7.111880363535915,0,1
11,5,1,4,0.2905572783830984,1,45,3.4234956774151133,0,1
6,0,8,9,0.5666810651951024,0,30,7.45581117437076,0,1
11,1,7,5,0.10326256650825905,0,45,10.579696935328684,0,1
6,3,9,10,0.6865807623720158,1,120,7.887144338609152,0,0
14,0,10,8,0.1732117309533251,0,120,6.058324055954428,0,1
19,5,5,20,0.5271501343124395,0,60,5.033491369528703,0,1
15,3,8,20,0.17167237598788998,0,45,2.867991256710378,0,1
0,5,5,4,0.8794401654210865,0,45,5.953119256861205,0,1
0,1,6,8,0.5296056801305432,0,30,14.130456043089973,0,1
9,3,7,20,0.12844956024205545,0,30,7.057948933984285,0,1
10,3,4,16,0.645095043651531,0,30,16.112211993972362,0,1
1,1,9,13,0.667688947655537,0,60,17.694859536383856,1,1
6,4,5,18,0.8952550983434843,1,60,10.825716863158814,0,0
20,6,4,1,0.6960727181767651,1,120,13.257580274074387,0,0
1,3,10,4,0.5116725778449573,0,120,6.396798324899427,0,1
23,6,11,1,0.9463847877536694,0,60,4.206034358303968,0,0
8,3,8,19,0.007588100856510294,0,45,9.392737189201702,0,1
10,4,6,8,0.5617720540799214,1,120,3.999108433371793,0,0
17,6,3,13,0.40949091510528735,0,30,8.36584458634719,0,1
5,2,7,19,0.5287503632675081,1,30,6.452878680055624,0,0
16,5,12,9,0.13576579508289366,0,45,3.803682979610998,0,1
3,5,6,19,0.5914040415928948,1,120,9.506433137218258,0,0
7,0,9,17,0.0699916229881542,0,45,9.629050802801839,0,1
4,6,2,11,0.9442763525721785,0,60,11.828557534273552,0,1
2,6,5,15,0.3622357094346118,0,60,6.318220933735458,0,1
16,4,6,5,0.7798785231060307,0,120,3.5202263393300477,0,1
21,0,3,20,0.33909345700299476,0,30,3.9614030098341853,0,1
19,1,8,8,0.4711666002627717,0,45,3.1649575281571054,0,1
15,4,12,16,0.6721511455565411,0,60,12.550517561102968,0,1
6,5,10,9,0.007085622805986347,0,30,6.708351988870514,0,1
19,0,3,19,0.5732715881174358,0,60,15.308700800929703,1,1
20,6,6,12,0.0179903734768202,1,45,11.914380330940027,0,0
6,6,4,17,0.114094010048854,0,120,3.9614030098341853,0,1
15,1,2,16,0.01710603480321471,0,30,14.048508016896715,0,1
20,0,5,19,0.34784743268754614,0,120,7.794086640433487,0,1
22,0,9,3,0.3651110489674989,0,30,13.548481321808799,1,1
18,2,12,9,0.30500991602983984,0,60,3.866729147478417,0,1
17,2,5,6,0.23969876589797146,1,45,5.150353988280254,0,0
16,3,9,8,0.34823614521103197,0,15,10.045385918051362,0,1
1,6,7,0,0.05640669529456177,0,60,13.955804411588783,0,0
19,6,12,7,0.31727913658216567,0,120,9.62630131479658,0,1
15,1,4,12,0.7459441139060375,0,15,22.656422595733595,0,1
11,5,11,16,0.42166276086748744,0,45,10.287645661111792,0,1
0,5,7,6,0.24641264892938497,0,15,15.614771958429591,0,1
20,5,12,16,0.6186943998515134,0,120,0.0,0,1
17,6,7,8,0.0066574215366853595,1,120,6.307684626443552,0,0
0,2,2,15,0.785581482139815,0,60,17.003226298026835,0,1
20,2,6,16,0.1995396198065139,1,15,12.591449557562806,0,0
23,4,9,7,0.05126625917863481,0,45,18.157069325890543,1,1
16,3,1,12,0.47565756003822235,0,60,14.942568499804255,0,1
3,5,5,0,0.5240827811010925,0,15,2.011061438813343,0,1
9,4,1,5,0.41636480931565245,0,45,14.13200907007351,0,1
21,2,6,6,0.38078999044481443,0,30,11.131239654945233,0,1
23,2,3,0,0.9617270844290304,0,120,3.9826048213557605,0,0
17,1,12,4,0.5052193254747369,0,45,5.364518390193853,0,1
18,3,4,19,0.523901168982882,0,30,10.217984530363438,1,1
20,2,7,14,0.6408520359669214,0,15,11.380369372503337,0,1
8,4,5,14,0.95766937502612,1,60,12.169602289275637,0,0
18,2,7,15,0.8344624221529248,0,15,3.3548848142782193,0,1
6,2,2,4,0.23391242194012263,0,15,5.061158137567692,0,1
19,2,4,12,0.6156485119251646,0,45,12.61776287857627,0,1
5,6,10,8,0.24235580875116602,0,30,5.891025847105521,0,1
14,1,11,17,0.27607613702703937,0,120,21.18399767723923,0,1
22,2,7,14,0.5206318089793336,0,120,10.563008396290078,0,1
21,4,5,1,0.6041114783904301,0,15,9.478131999445003,0,0
21,2,12,16,0.26537347667462574,0,60,8.039198395493703,0,1
7,1,8,16,0.4196157082217331,0,45,15.065878962667927,0,1
13,5,2,19,0.3553165779151154,0,15,4.78510638920785,0,1
5,4,7,2,0.32213672879764177,0,15,3.587004810818489,0,0
23,2,5,3,0.8301572501747166,0,15,16.914797765447204,0,1
20,0,3,20,0.7032580386588382,0,45,10.041484160129993,0,1
20,6,9,13,0.6015176413675339,1,30,6.253326029872908,0,0
6,1,2,4,0.9420324021053571,0,60,7.519147769500946,0,1
17,1,10,15,0.9817968494961228,0,30,6.148351579980806,0,0
22,5,12,16,0.0979662251630945,1,30,7.588254138013779,0,1
10,4,2,9,0.6370833026894746,0,60,15.494981253892131,0,1
4,3,4,6,0.190939980496875,1,120,6.1676635536701045,0,0
10,1,5,7,0.3276431196239531,0,30,13.921299289451358,0,1
11,1,5,8,0.552570572264204,0,15,7.266917363757316,0,1
5,4,9,1,0.8662178003850323,0,120,18.54509345419232,0,0
10,6,7,9,0.08160068133895437,0,45,16.62027766612315,0,1
6,3,7,11,0.5675577407813678,0,120,11.44248504901829,0,1
14,2,1,7,0.8499032054826301,0,30,8.290793902851181,0,1
16,2,4,14,0.18293533202931733,0,45,10.26104212134098,0,1
0,3,1,11,0.2906368479496174,0,30,16.051888521116258,0,1
23,5,2,5,0.5197331552665215,1,60,9.768520850345329,0,1
15,0,11,1,0.4614671089010286,1,60,8.537515901950758,0,0
1,2,12,19,0.6178845789334899,0,120,18.106598747800295,0,1
12,5,11,13,0.2883311749523372,1,30,12.064427014736665,0,0
11,2,9,13,0.5265235078574086,0,60,5.249666260652577,0,1
18,5,11,2,0.3328272978172917,0,60,4.418748803653156,0,0
18,3,8,1,0.49302199294307314,1,45,23.754940604298916,0,0
21,5,2,17,0.7832409187777134,0,30,22.87830302133938,0,1
7,0,10,7,0.4846063052868874,0,15,12.909841106772458,0,1
5,5,11,9,0.9244211895655812,0,45,8.313120432417604,0,1
9,0,6,18,0.48553898151610253,1,30,6.684980345662183,0,0
11,2,3,6,0.7157184447166371,0,60,3.737979023267848,0,1
11,4,3,10,0.1371681022732455,1,45,20.017403039085263,0,1
2,2,4,2,0.7964768644163756,1,15,19.543869734416685,0,0
17,3,4,9,0.869389624890341,0,30,4.967402192623146,0,0
13,6,1,12,0.3561827277593941,0,120,8.763683074446966,0,1
15,1,7,10,0.4272053228806879,0,15,12.217823966767632,0,1
21,0,3,1,0.8442602801315309,1,60,25.85098172614746,0,0
14,6,12,7,0.30127007273384443,0,30,17.57429879495419,0,1
5,2,9,13,0.040566319497790326,0,60,12.324510850969663,0,1
21,4,4,3,0.5828003015863831,0,15,12.375144872607386,1,1
12,2,9,18,0.42668899145859485,0,60,11.227253491267167,0,1
12,5,3,13,0.014060476620009199,0,45,7.588254138013779,0,1
18,1,7,9,0.055548990457919833,0,15,19.434097549694457,0,1
0,2,8,16,0.6950157764962774,1,30,18.54509345419232,0,0
2,0,11,3,0.35493482224726514,0,45,5.254043109802836,0,1
14,2,6,7,0.626210275428741,0,30,12.274408212939692,0,1
12,5,7,0,0.06107917336221258,0,30,16.519622475674247,0,0
13,4,5,3,0.5983490173400593,0,120,3.383822956903789,0,1
11,0,11,3,0.2103847752044572,1,30,5.64626649799339,0,0
2,6,3,10,0.4560885684005239,0,60,12.793172212144194,0,1
9,3,3,1,0.5326173334307649,0,45,22.740665180164534,0,0
19,6,1,12,0.9428231680364032,1,120,7.328198307222027,0,0
3,5,2,7,0.6425868209174993,1,15,12.926604347292264,0,1
23,0,5,2,0.8049288432486092,0,60,7.793395694246603,0,0
19,3,1,14,0.21750189190700897,0,30,23.72979512964111,0,1
21,4,10,12,0.3374211423123147,0,60,11.075710072390914,0,1
10,2,11,8,0.26118268384503285,1,30,9.808485521341419,0,0
6,5,6,13,0.20824174312234822,0,60,14.336360342351302,0,1
15,3,12,5,0.36288614327756996,0,60,8.923302142202996,0,1
21,6,4,5,0.2213216405094165,0,30,27.987008230702223,0,1
4,4,7,3,0.39121600935563916,1,15,2.9249577893747922,0,0
12,2,4,10,0.504855600941813,0,30,10.061029707344744,0,1
4,0,5,2,0.23331478645742532,0,60,12.604101364414433,0,1
19,2,11,19,0.5968418520935357,0,30,7.253628699178179,0,1
23,3,8,4,0.44961822303360743,0,30,16.16451904196504,0,1
14,0,11,15,0.5547233299108176,0,30,13.705221851247424,0,1
7,2,11,15,0.34010720150413243,1,60,6.0115885019848525,0,0
5,2,2,15,0.5250758071590843,0,60,16.579023349872802,0,1
21,4,6,2,0.8183406428815907,0,45,15.102158030568173,0,0
17,4,4,1,0.13891572866123125,0,30,13.0751262049937,0,0
11,5,12,8,0.5743959937398355,1,60,6.683222669264454,0,1
6,3,7,20,0.7632718042257468,0,15,6.016985044541116,0,1
6,3,4,5,0.10434718635145335,0,15,11.567014281594854,0,1
20,5,8,12,0.23962092359972564,0,60,21.47089310170211,0,1
13,4,9,17,0.44700724763772826,0,120,3.0224470581919793,0,1
0,4,6,15,0.7785596522537415,1,60,3.5500067556004105,0,0
5,5,5,14,0.7840351711633955,0,45,6.721966855811177,0,1
19,3,2,19,0.3401633570124458,1,120,3.157689434082653,0,0
7,5,9,7,0.21244620322208396,0,120,16.126340918162576,0,1
2,5,8,17,0.4217937425538817,1,60,0.8659345517032949,0,0
12,1,11,6,0.4215599004659294,1,15,11.380369372503337,0,0
5,3,11,6,0.6683943571877409,0,15,12.833710952719699,0,1
9,5,6,12,0.9722973550581686,0,45,12.785322266258465,0,1
16,2,7,15,0.03702370630620566,0,30,15.740428209682202,0,1
6,4,7,18,0.43544812191637483,0,60,3.3129217703381775,0,1
5,6,7,8,0.23904859963319414,0,30,1.881051845501351,0,1
6,2,5,19,0.12163486502804743,0,45,15.740428209682202,0,1
12,6,6,10,0.11489917375815606,1,45,16.22472798961726,0,1
10,3,4,14,0.3871924345066451,0,30,8.477330743912393,0,1
5,3,3,2,0.1299441077707556,0,60,4.996233126664595,0,1
10,0,12,11,0.26702077351142717,1,45,0.0,0,0
22,2,7,8,0.5590705136193437,0,120,9.324350859430156,0,1
13,5,2,6,0.11049007565271118,0,30,16.576192191843244,0,1
10,3,5,9,0.6467416658232195,0,15,9.267684957420547,0,1
4,3,11,12,0.6049926609545127,1,30,10.574549072322212,0,0
20,2,7,7,0.5559254467276077,1,45,13.626056028345655,0,0
5,2,9,3,0.8691962545313665,1,120,11.8897751606473,1,0
0,6,4,9,0.7148434625924428,0,30,15.494981253892131,0,1
1,5,11,5,0.48452956712423345,0,60,12.54281397292913,0,1
6,2,12,17,0.3036388192709668,0,120,19.664122923595354,0,1
9,5,7,12,0.2964657266176667,0,60,1.3335254553477651,0,1
12,3,5,0,0.7055213484945948,0,45,6.111428866432047,0,1
12,0,3,10,0.21751065471009856,0,45,7.812596788551235,0,1
9,4,10,2,0.6754235319221417,1,45,18.01552682506409,0,0
5,5,8,7,0.5334840917326762,0,120,9.34153257598082,0,1
1,6,1,2,0.793444587261791,1,30,23.38008871007157,0,0
11,0,8,9,0.6673606231909094,0,45,3.7233054829993146,0,1
6,4,1,7,0.46294705818198667,0,45,4.059586883508035,0,1
4,4,3,9,0.43583394376694984,0,120,12.49734704335967,0,1
11,5,7,19,0.2217259211700262,0,120,3.0518546376742504,0,1
18,2,2,5,0.920168661964143,1,45,7.842387957809319,0,0
12,2,7,20,0.32819605473398505,1,15,19.519514269057094,0,0
20,4,6,19,0.5716039906631099,0,60,9.933039013157366,0,1
6,0,6,6,0.47090720766228844,0,120,4.411808112919666,0,1
13,1,5,1,0.8845375003432926,1,15,20.674184835082038,0,0
14,3,9,19,0.26549883863596113,0,45,13.631904910009945,0,1
21,5,1,3,0.8737304809508571,0,120,12.282515036836092,0,1
9,1,7,12,0.6772131511389613,0,45,8.575589213288293,0,1
0,1,12,20,0.1291184626834243,0,45,8.763683074446966,0,1
3,4,9,11,0.4129857532557146,1,120,7.311013107784358,0,1
16,1,2,13,0.8606667125655963,0,60,3.5202263393300477,0,1
20,3,8,18,0.6449819563117255,0,120,12.324510850969663,0,1
12,2,2,13,0.7055371616215611,1,60,7.3943510752066945,0,1
3,3,12,18,0.6986555943080645,0,45,11.437532058254398,0,1
11,3,4,16,0.37927979159799596,0,15,18.348201529547268,0,1
18,0,2,9,0.4348456710513747,0,45,20.017403039085263,0,1
9,5,7,2,0.37418887255943123,0,15,3.8751181164420037,0,0
18,2,10,12,0.3710915306811381,1,120,14.83361129809145,0,0
17,1,2,15,0.6436797323876342,0,60,2.086982512639955,0,1
7,1,10,3,0.7170665697276862,0,120,23.109257221876852,0,1
22,4,11,17,0.7614892114329754,0,60,14.130456043089973,0,1
12,1,10,4,0.2836662717602686,0,45,13.131030797168991,0,1
6,4,9,17,0.7563097723285667,0,30,11.71324871340921,0,1
5,5,8,16,0.6892380267423704,1,60,14.13200907007351,0,0
0,6,12,11,0.7131966749248981,1,30,11.227253491267167,0,1
4,4,9,10,0.2924686044932766,0,120,2.7988676318893,0,1
17,4,8,11,0.22160669716692105,1,15,22.828594710238836,0,0
1,1,12,15,0.842453756604162,0,120,21.833753199054023,0,1
10,5,12,20,0.3101627303406427,0,120,13.721390839361804,0,1
5,3,1,19,0.36765416569678566,0,30,9.322357785530716,0,1
12,5,9,18,0.9032343609856157,0,60,14.454028360674625,0,1
12,6,9,15,0.5539055960319408,0,45,9.781762436214716,0,1
13,3,5,7,0.21764263078130597,0,15,13.620038160513316,0,1
0,6,8,10,0.06452514776302642,0,120,5.673670652248606,0,1
9,0,12,0,0.9709775154141386,0,45,3.778248440621348,0,0
16,5,10,14,0.9208020659555088,0,30,11.58315809585227,0,1
10,3,4,16,0.40222632518975676,0,45,6.132827091963535,0,1
8,1,3,9,0.9647503776682398,0,45,7.191133203708326,0,1
8,6,10,5,0.3770020592313128,0,45,16.519622475674247,0,1
18,3,6,5,0.3857243940839794,0,30,23.73015815834106,0,1
14,1,1,19,0.4945996989160164,0,120,5.038482799678018,0,1
3,2,6,2,0.891721655080215,0,30,15.30912744067863,0,0
13,5,4,12,0.864274514155605,0,45,6.015843425290098,0,1
23,6,1,3,0.30643544067210493,1,45,21.467017871115942,0,0
0,5,11,2,0.0037852274329293056,0,120,10.43031423518994,0,0
8,6,4,17,0.7090924777551364,0,30,10.056140918332943,0,1
16,6,11,9,0.17443159909328265,1,15,8.76261565733261,0,0
2,6,1,15,0.3215515788208234,0,120,4.978574728428913,0,1
6,0,3,18,0.10708757555914417,0,15,13.265633295912004,0,1
12,5,3,16,0.1561401770373041,0,30,18.610029504058964,0,1
23,5,8,5,0.7498568537622339,0,15,21.429482013433482,0,1
20,3,2,14,0.3732068306263012,1,120,12.619803890495914,0,0
17,1,2,3,0.7459786460522003,0,120,14.714687457655776,1,1
10,5,6,19,0.04464104980470118,1,30,12.588863060837316,0,0
3,4,8,4,0.43264404912044474,0,15,3.6893180583514544,0,1
